City,Date,Time,Anomaly_Upload_Download_Ratio,Consistency_External_Connections,DNS_Response_Time,Change_Traffic_Type,Latency_Variability,Response_Service_Disruptions,Changes_Network_Topology,Throttling_Traffic_Management,End_Point_Issues,Network_Jitter,Historical_Data_Analysis,Server_Response_Time,Correlation_Third_Party_Services,Frequent_IP_Address_Changes,Unplanned_Maintenance,Comparative_Subnet_Performance,Connection_Drops_Handovers
Tehran,9/2/2023,2:20:00 PM,0.71,88,80,87,14,19,0,90,11,18,49,203,50,1,1,9,66
Tehran,9/2/2023,2:30:00 PM,0.5,82,12,78,11,6,0,84,33,20.07,20,222,94,0,0,5,60
Tehran,9/2/2023,2:40:00 PM,1.15,34,150,83,8,45,1,99,70,37.37,100,298,56,0,0,89,7
Tehran,9/2/2023,2:50:00 PM,0.5,59,57,45,43,48,0,12,85,46.82,89,16,14,1,0,64,60
Tehran,9/2/2023,3:00:00 PM,1.22,35,135,15,50,100,0,47,87,11.71,75,47,36,0,0,67,41
Tehran,9/2/2023,3:10:00 PM,1,56,18,47,17,23,0,12,31,35.65,49,185,22,1,0,45,52
Tehran,9/2/2023,3:20:00 PM,0.87,61,182,24,21,46,1,67,90,9.7,38,128,87,0,1,5,69
Tehran,9/2/2023,3:30:00 PM,0.52,35,139,36,45,28,0,92,49,39.85,4,195,86,0,1,47,54
Tehran,9/2/2023,3:40:00 PM,0.57,42,142,17,18,98,1,33,23,31.59,43,108,72,0,0,53,36
Tehran,9/2/2023,3:50:00 PM,0.6,51,161,23,6,21,1,67,76,18.84,25,234,16,1,0,1,79
Tehran,9/2/2023,4:00:00 PM,1.34,28,189,22,20,30,0,53,69,15.48,72,298,76,1,1,14,25
Tehran,9/2/2023,4:10:00 PM,0.67,13,94,50,43,52,0,84,53,16.47,17,293,100,0,1,39,48
Tehran,9/2/2023,4:20:00 PM,1.04,19,33,25,31,56,0,27,79,21.06,62,187,45,0,0,75,83
Tehran,9/2/2023,4:30:00 PM,1.13,2,156,27,21,58,1,58,3,6.46,15,299,97,1,1,8,12
Tehran,9/2/2023,4:40:00 PM,1.42,71,181,59,26,82,1,60,50,32.59,36,129,37,1,0,15,76
Tehran,9/2/2023,4:50:00 PM,1.23,14,15,85,3,97,1,20,42,4.48,82,292,48,1,0,60,46
Tehran,9/2/2023,5:00:00 PM,1.16,4,153,18,10,32,0,86,37,46.17,30,186,89,1,0,36,97
Tehran,9/2/2023,5:10:00 PM,1.12,95,65,93,38,82,0,67,68,35.25,46,95,37,0,0,27,39
Tehran,9/2/2023,5:20:00 PM,1.18,66,48,8,26,36,1,61,30,34.2,65,251,81,1,1,34,74
Tehran,9/2/2023,5:30:00 PM,0.9,79,57,63,42,69,0,50,46,1.87,61,19,65,0,0,55,80
Tehran,9/2/2023,5:40:00 PM,0.55,100,36,17,43,57,1,8,57,34.92,64,46,0,1,1,97,60
Tehran,9/2/2023,5:50:00 PM,1.35,22,71,3,4,36,1,59,99,13.91,57,272,50,0,1,34,41
Tehran,9/2/2023,6:00:00 PM,1.29,17,91,85,41,13,1,48,88,44.91,58,225,5,1,1,82,1
Tehran,9/2/2023,6:10:00 PM,0.53,60,125,95,2,7,0,47,17,49.07,73,30,95,1,1,50,65
Tehran,9/2/2023,6:20:00 PM,1.04,37,161,64,38,51,0,66,39,31.45,8,91,48,0,1,33,14
Tehran,9/2/2023,6:30:00 PM,0.77,37,38,43,4,61,0,32,16,34.15,55,293,54,0,1,88,85
Tehran,9/2/2023,6:40:00 PM,0.65,54,131,23,35,87,0,39,52,25.29,22,270,67,0,0,11,87
Tehran,9/2/2023,6:50:00 PM,0.56,19,179,19,43,19,0,36,41,45.2,32,257,6,0,0,16,92
Tehran,9/2/2023,7:00:00 PM,1.4,68,35,65,22,3,1,27,43,17.21,34,206,54,1,0,97,18
Tehran,9/2/2023,7:10:00 PM,0.78,2,91,11,12,19,0,15,43,5.38,24,72,99,0,1,28,11
Tehran,9/2/2023,7:20:00 PM,1.44,97,108,23,3,6,1,57,5,32.82,86,155,7,0,0,100,62
Tehran,9/2/2023,7:30:00 PM,0.7,41,15,90,19,66,0,63,57,15.68,69,131,25,1,1,17,68
Tehran,9/2/2023,7:40:00 PM,0.85,45,64,50,49,34,1,9,82,34.6,66,269,92,0,1,87,34
Tehran,9/2/2023,7:50:00 PM,1.08,35,134,54,47,29,0,83,30,5.15,94,175,78,0,0,5,64
Tehran,9/2/2023,8:00:00 PM,0.71,84,27,40,11,96,1,28,70,22.6,75,45,97,1,0,91,78
Tehran,9/2/2023,8:10:00 PM,1.35,13,187,7,4,59,1,16,86,39.09,19,211,18,1,1,40,66
Tehran,9/2/2023,8:20:00 PM,1.33,35,51,47,28,93,1,47,62,19.85,47,43,75,1,1,45,42
Tehran,9/2/2023,8:30:00 PM,0.69,18,68,20,11,66,0,2,92,41.72,18,50,84,1,0,11,21
Tehran,9/2/2023,8:40:00 PM,0.59,87,171,72,12,41,1,46,98,28,20,44,96,0,1,60,19
Tehran,9/2/2023,8:50:00 PM,0.95,10,132,17,47,61,1,68,58,49.01,30,168,51,1,1,30,76
Tehran,9/2/2023,9:00:00 PM,1.09,36,43,86,40,19,1,25,6,37.62,100,22,51,1,1,20,29
Tehran,9/2/2023,9:10:00 PM,1.17,82,157,68,11,57,1,59,10,38.39,53,176,29,0,0,88,90
Tehran,9/2/2023,9:20:00 PM,1.42,86,15,25,12,42,0,66,83,22.25,54,58,65,0,1,21,7
Tehran,9/2/2023,9:30:00 PM,0.78,71,126,93,14,62,1,54,17,33.41,43,182,58,1,0,84,20
Tehran,9/2/2023,9:40:00 PM,0.9,99,39,62,8,74,0,94,38,29.23,56,82,41,0,0,15,22
Tehran,9/2/2023,9:50:00 PM,0.76,67,103,6,19,60,1,22,87,7.1,81,59,80,1,0,30,44
Tehran,9/2/2023,10:00:00 PM,1.32,95,185,74,31,78,1,56,91,45.27,20,249,79,1,1,23,86
Tehran,9/2/2023,10:10:00 PM,0.84,47,144,12,22,62,0,28,100,46.93,44,56,90,1,0,24,27
Tehran,9/2/2023,10:20:00 PM,0.56,85,90,79,17,89,0,62,9,10.15,21,220,11,0,1,93,92
Tehran,9/2/2023,10:30:00 PM,1.26,19,48,83,12,54,0,4,9,3.4,86,173,38,0,0,42,5
Tehran,9/2/2023,10:40:00 PM,0.5,8,152,3,31,58,0,73,12,32.61,38,179,22,1,1,8,81
Tehran,9/2/2023,10:50:00 PM,1.27,56,21,84,33,40,1,41,53,15.85,22,143,78,1,0,30,49
Tehran,9/2/2023,11:00:00 PM,0.9,7,139,65,6,40,0,54,41,24.63,13,42,35,1,0,98,76
Tehran,9/2/2023,11:10:00 PM,0.71,38,152,75,25,46,0,100,47,21.05,64,139,1,0,1,7,39
Tehran,9/2/2023,11:20:00 PM,1.08,91,21,22,15,24,0,55,90,12.43,42,209,6,0,0,23,99
Tehran,9/2/2023,11:30:00 PM,1.08,54,32,14,42,99,0,38,100,14.24,27,95,73,0,1,82,84
Tehran,9/2/2023,11:40:00 PM,0.52,48,147,95,5,86,1,33,49,31.68,10,128,53,1,0,29,23
Tehran,9/2/2023,11:50:00 PM,0.99,17,100,92,8,34,0,54,65,2.1,34,291,50,1,0,39,66
Tehran,9/3/2023,12:00:00 AM,0.92,74,168,82,43,66,0,97,31,12.94,66,250,32,1,0,68,69
Tehran,9/3/2023,12:10:00 AM,0.73,69,84,70,9,16,1,81,27,43.5,52,256,85,1,0,17,10
Tehran,9/3/2023,12:20:00 AM,0.67,44,53,43,44,64,1,71,54,49.1,93,135,3,0,0,11,71
Tehran,9/3/2023,12:30:00 AM,1.25,98,130,29,18,14,0,55,31,13.69,53,75,55,1,0,41,94
Tehran,9/3/2023,12:40:00 AM,1.47,70,16,94,32,79,1,24,36,37.23,97,147,19,1,1,8,11
Tehran,9/3/2023,12:50:00 AM,1.11,80,188,25,3,52,1,73,63,8.61,25,167,74,1,0,87,60
Tehran,9/3/2023,1:00:00 AM,0.65,22,39,30,25,14,1,43,10,34.32,75,87,28,1,0,47,57
Tehran,9/3/2023,1:10:00 AM,0.81,46,25,88,0,78,1,100,52,10.22,25,117,3,1,0,61,66
Tehran,9/3/2023,1:20:00 AM,0.9,7,78,80,45,100,1,78,82,9.9,61,254,74,0,0,17,68
Tehran,9/3/2023,1:30:00 AM,0.65,85,148,46,30,84,1,98,31,31.81,85,238,53,1,0,95,70
Tehran,9/3/2023,1:40:00 AM,1.34,20,160,74,32,10,0,41,13,2.08,4,221,80,1,0,28,61
Tehran,9/3/2023,1:50:00 AM,1.21,70,142,41,37,100,0,65,60,29.02,1,223,65,1,0,87,84
Tehran,9/3/2023,2:00:00 AM,0.84,24,166,38,13,26,0,25,67,44.97,41,257,52,1,1,79,11
Tehran,9/3/2023,2:10:00 AM,0.55,51,106,43,22,34,1,84,22,12.01,100,79,74,0,1,80,32
Tehran,9/3/2023,2:20:00 AM,1.23,94,186,12,19,14,0,16,87,13.51,23,31,6,0,1,8,60
Tehran,9/3/2023,2:30:00 AM,1.11,54,43,52,16,86,0,60,69,3.35,66,29,92,0,1,31,38
Tehran,9/3/2023,2:40:00 AM,1.45,7,162,22,13,74,0,58,70,1.44,32,179,41,0,1,11,62
Tehran,9/3/2023,2:50:00 AM,1.23,64,194,40,17,69,1,38,94,6.06,17,236,6,0,0,55,60
Tehran,9/3/2023,3:00:00 AM,1.15,98,87,14,14,23,1,88,59,32.37,18,268,36,1,1,3,83
Tehran,9/3/2023,3:10:00 AM,1.19,59,86,94,14,86,1,14,100,48.8,6,278,35,0,0,6,20
Tehran,9/3/2023,3:20:00 AM,1.09,67,116,99,40,65,1,42,39,32.96,8,122,59,0,1,73,64
Tehran,9/3/2023,3:30:00 AM,0.66,17,111,51,20,83,0,52,60,20.63,86,82,0,1,1,22,17
Tehran,9/3/2023,3:40:00 AM,1.48,44,115,14,8,89,0,36,41,44.96,64,213,83,1,0,13,2
Tehran,9/3/2023,3:50:00 AM,1.46,92,157,68,28,91,1,10,9,6.45,45,235,70,0,0,0,30
Tehran,9/3/2023,4:00:00 AM,0.53,12,15,56,10,13,1,63,56,25.55,36,63,63,0,1,86,3
Tehran,9/3/2023,4:10:00 AM,1.38,37,114,31,45,81,0,42,77,3.49,73,133,36,1,0,62,63
Tehran,9/3/2023,4:20:00 AM,0.89,27,102,19,3,24,0,96,9,29.67,33,284,71,0,0,9,99
Tehran,9/3/2023,4:30:00 AM,1.46,20,159,70,43,55,1,57,16,47,58,296,34,0,0,58,9
Tehran,9/3/2023,4:40:00 AM,1.21,51,33,43,34,1,1,29,47,39.69,89,161,90,1,0,46,19
Tehran,9/3/2023,4:50:00 AM,1.41,28,91,28,11,18,0,5,34,30.04,34,140,97,0,1,36,95
Tehran,9/3/2023,5:00:00 AM,1.42,73,54,23,44,44,1,64,65,47.65,4,88,64,0,1,8,82
Tehran,9/3/2023,5:10:00 AM,0.97,14,101,21,29,30,1,46,67,22.03,43,61,98,1,1,12,19
Tehran,9/3/2023,5:20:00 AM,0.99,10,145,83,2,52,0,24,74,49.65,86,147,37,1,1,96,31
Tehran,9/3/2023,5:30:00 AM,1.18,25,50,86,20,53,1,27,53,41.01,22,246,10,0,1,84,38
Tehran,9/3/2023,5:40:00 AM,0.97,6,73,85,14,60,0,11,68,15.95,51,201,14,1,0,57,93
Tehran,9/3/2023,5:50:00 AM,0.87,91,166,11,6,78,1,100,61,37.63,2,18,30,0,0,3,98
Tehran,9/3/2023,6:00:00 AM,0.96,18,191,81,20,62,0,17,84,34.94,69,177,75,1,0,96,62
Tehran,9/3/2023,6:10:00 AM,0.89,98,40,81,14,30,1,59,88,21.44,19,101,79,0,0,50,19
Tehran,9/3/2023,6:20:00 AM,0.78,83,71,83,1,78,1,8,9,35.28,89,112,67,1,0,11,16
Tehran,9/3/2023,6:30:00 AM,1.05,55,136,54,38,1,0,92,32,4.38,73,206,9,1,1,95,40
Tehran,9/3/2023,6:40:00 AM,1,31,10,95,5,68,0,27,72,1.59,18,127,84,0,1,72,32
Tehran,9/3/2023,6:50:00 AM,1.19,49,47,90,25,3,0,4,14,39.75,71,252,15,1,0,46,96
Tehran,9/3/2023,7:00:00 AM,0.54,46,159,18,4,6,1,86,22,18.92,12,235,3,1,1,57,21
Tehran,9/3/2023,7:10:00 AM,1.13,60,155,66,6,17,0,15,88,25.97,15,182,70,0,0,1,72
Tehran,9/3/2023,7:20:00 AM,1.08,73,44,64,1,76,1,97,92,27.95,23,252,22,0,1,86,22
Tehran,9/3/2023,7:30:00 AM,0.61,61,20,47,12,22,1,9,63,10.52,39,197,28,0,0,62,99
Tehran,9/3/2023,7:40:00 AM,1.35,19,140,54,36,50,0,74,58,27.25,29,294,78,0,0,56,34
Tehran,9/3/2023,7:50:00 AM,0.55,99,197,47,20,86,1,42,72,44.99,53,241,45,1,0,82,49
Tehran,9/3/2023,8:00:00 AM,0.62,44,170,49,30,66,0,30,92,29.39,93,156,24,0,1,48,71
Tehran,9/3/2023,8:10:00 AM,0.67,54,151,92,7,6,0,31,27,32.27,66,257,27,0,1,1,87
Tehran,9/3/2023,8:20:00 AM,0.67,37,181,31,17,34,1,88,83,11.44,51,284,30,1,1,2,95
Tehran,9/3/2023,8:30:00 AM,1.03,84,71,53,5,11,0,30,50,25.13,64,277,90,0,0,75,69
Tehran,9/3/2023,8:40:00 AM,1.38,31,181,75,13,53,1,100,50,47.28,54,29,22,0,1,49,36
Tehran,9/3/2023,8:50:00 AM,1.16,95,119,68,40,0,0,49,16,44.37,36,15,69,0,0,61,48
Tehran,9/3/2023,9:00:00 AM,1.12,50,141,66,33,60,0,71,61,48.15,15,107,95,0,1,40,0
Tehran,9/3/2023,9:10:00 AM,1.25,30,77,41,46,23,1,48,82,4.24,54,216,1,0,0,73,1
Tehran,9/3/2023,9:20:00 AM,0.71,9,117,72,18,68,1,72,35,15.03,32,65,68,0,0,34,21
Tehran,9/3/2023,9:30:00 AM,1.32,89,24,74,8,76,0,48,56,49.33,6,84,91,0,1,71,69
Tehran,9/3/2023,9:40:00 AM,1.27,77,23,24,37,45,1,62,82,46.89,41,214,98,0,0,4,32
Tehran,9/3/2023,9:50:00 AM,1.44,40,162,34,19,68,1,49,78,7.04,11,128,95,1,0,79,12
Tehran,9/3/2023,10:00:00 AM,1.44,9,114,9,2,45,0,4,15,24.42,48,187,62,1,1,27,35
Tehran,9/3/2023,10:10:00 AM,0.8,53,161,46,19,25,1,3,64,1.68,5,256,18,1,1,10,13
Tehran,9/3/2023,10:20:00 AM,0.84,100,66,46,13,18,1,44,95,11.92,27,148,26,0,0,34,23
Tehran,9/3/2023,10:30:00 AM,0.52,100,193,97,6,21,1,42,38,37.83,96,255,95,0,1,15,22
Tehran,9/3/2023,10:40:00 AM,0.92,32,150,85,19,83,0,58,41,7.27,44,236,33,0,0,79,73
Tehran,9/3/2023,10:50:00 AM,1.45,44,181,53,11,72,0,81,58,44.38,31,206,79,0,0,87,26
Tehran,9/3/2023,11:00:00 AM,1.21,14,121,30,1,2,1,38,26,42.81,1,72,84,0,1,68,61
Tehran,9/3/2023,11:10:00 AM,0.81,39,92,11,41,56,1,40,90,41.9,37,67,7,0,1,2,50
Tehran,9/3/2023,11:20:00 AM,1.05,43,57,63,47,59,0,65,27,23.77,72,240,83,1,0,35,5
Tehran,9/3/2023,11:30:00 AM,1.16,84,81,71,36,77,0,87,96,19.88,90,214,36,1,1,60,91
Tehran,9/3/2023,11:40:00 AM,0.69,38,125,14,4,34,0,58,54,41.03,4,183,11,0,1,45,61
Tehran,9/3/2023,11:50:00 AM,1.29,23,145,46,1,17,1,6,78,8.58,36,144,27,1,0,36,65
Tehran,9/3/2023,12:00:00 PM,0.62,30,31,67,18,46,0,46,19,22.8,59,254,18,1,1,12,36
Tehran,9/3/2023,12:10:00 PM,1.3,67,98,16,6,79,0,49,60,35.53,8,68,28,0,1,28,46
Tehran,9/3/2023,12:20:00 PM,0.7,54,61,64,1,51,0,44,89,16.95,75,108,41,0,0,27,99
Tehran,9/3/2023,12:30:00 PM,1.12,70,179,61,13,32,1,84,34,36.91,55,40,36,0,0,24,65
Tehran,9/3/2023,12:40:00 PM,0.91,75,67,99,16,20,0,0,88,30.79,69,154,64,0,0,100,75
Tehran,9/3/2023,12:50:00 PM,1.36,33,172,99,17,49,1,73,19,16.53,6,195,69,1,0,96,7
Tehran,9/3/2023,1:00:00 PM,1.27,36,81,89,16,95,0,80,85,8.2,28,260,44,1,0,97,34
Tehran,9/3/2023,1:10:00 PM,0.57,22,81,97,35,28,1,100,38,41.55,31,144,82,1,1,92,62
Tehran,9/3/2023,1:20:00 PM,0.81,81,144,86,36,81,1,37,76,46.14,37,195,47,0,0,20,24
Tehran,9/3/2023,1:30:00 PM,0.68,45,115,65,4,59,1,41,93,43.76,62,22,0,1,0,92,28
Tehran,9/3/2023,1:40:00 PM,0.52,89,182,100,31,9,0,81,31,38.41,21,228,72,1,0,23,35
Tehran,9/3/2023,1:50:00 PM,0.76,3,30,18,39,13,1,82,51,4.22,41,73,99,0,0,100,93
Tehran,9/3/2023,2:00:00 PM,0.98,52,72,71,43,42,0,95,11,38.18,2,277,67,0,0,98,20
Tehran,9/3/2023,2:10:00 PM,1.3,0,87,66,31,16,1,65,27,34.09,39,229,99,0,0,5,67
Tehran,9/3/2023,2:20:00 PM,1.15,92,154,2,9,13,0,37,99,36.58,85,106,75,0,0,75,69
Tehran,9/3/2023,2:30:00 PM,0.85,4,40,49,4,10,1,62,6,39.92,88,253,83,0,1,33,43
Tehran,9/3/2023,2:40:00 PM,0.54,97,197,9,6,33,0,93,60,27.05,36,271,88,1,0,19,20
Tehran,9/3/2023,2:50:00 PM,0.76,25,77,55,3,43,0,39,87,36.43,30,235,84,0,0,89,18
Tehran,9/3/2023,3:00:00 PM,1.32,58,23,74,47,13,0,13,75,22.99,61,50,90,1,0,97,62
Tehran,9/3/2023,3:10:00 PM,0.84,84,26,48,28,56,1,62,45,15.9,81,58,10,0,0,88,60
Tehran,9/3/2023,3:20:00 PM,0.57,4,82,28,8,99,0,65,67,16.83,15,53,41,1,0,85,28
Tehran,9/3/2023,3:30:00 PM,1.15,43,163,70,47,22,0,46,37,38.34,64,231,3,0,0,97,3
Tehran,9/3/2023,3:40:00 PM,1.37,58,120,38,22,2,0,89,41,27.97,51,169,86,1,0,23,31
Tehran,9/3/2023,3:50:00 PM,0.72,82,191,71,42,80,1,88,89,25.71,52,67,80,1,0,16,57
Tehran,9/3/2023,4:00:00 PM,0.57,38,152,91,0,43,1,35,79,35.03,100,57,97,1,1,98,20
Tehran,9/3/2023,4:10:00 PM,1.21,99,144,77,39,70,1,67,4,13.43,38,298,24,1,0,77,55
Tehran,9/3/2023,4:20:00 PM,1.41,32,15,40,45,19,1,6,43,43.35,63,198,57,0,1,61,72
Tehran,9/3/2023,4:30:00 PM,0.59,44,156,42,2,20,1,4,69,28.1,15,114,34,0,1,27,12
Tehran,9/3/2023,4:40:00 PM,1.29,48,105,8,0,34,1,31,5,43.56,47,95,64,1,0,77,61
Tehran,9/3/2023,4:50:00 PM,0.68,78,94,91,5,79,1,25,94,24.54,14,211,72,1,0,46,73
Tehran,9/3/2023,5:00:00 PM,1.45,45,63,88,22,70,1,54,63,23.97,38,255,73,0,1,7,17
Tehran,9/3/2023,5:10:00 PM,0.93,57,30,49,37,20,1,39,83,43.14,51,22,15,1,0,94,17
Tehran,9/3/2023,5:20:00 PM,0.84,30,168,78,1,0,1,66,95,12.25,46,53,28,0,1,88,8
Tehran,9/3/2023,5:30:00 PM,0.7,30,144,82,9,5,0,16,58,37.26,49,22,11,0,1,60,58
Tehran,9/3/2023,5:40:00 PM,1.22,54,49,85,27,27,1,63,69,10.89,8,90,40,0,0,37,79
Tehran,9/3/2023,5:50:00 PM,1.01,2,74,12,8,98,0,1,92,21.48,77,300,21,0,1,74,5
Tehran,9/3/2023,6:00:00 PM,0.92,43,153,22,17,44,0,97,25,12.28,23,284,91,1,1,40,64
Tehran,9/3/2023,6:10:00 PM,1.12,91,68,79,44,15,0,77,33,40.46,23,143,93,1,1,64,25
Tehran,9/3/2023,6:20:00 PM,1.41,34,139,65,40,85,0,24,6,27.23,53,222,61,0,1,56,94
Tehran,9/3/2023,6:30:00 PM,1.14,16,37,78,21,86,1,69,34,18.18,91,203,62,1,1,51,48
Tehran,9/3/2023,6:40:00 PM,1.49,76,11,70,3,24,1,32,92,14.06,62,53,16,0,1,74,17
Tehran,9/3/2023,6:50:00 PM,0.55,96,73,96,16,16,1,63,69,49.28,50,216,18,0,1,13,91
Tehran,9/3/2023,7:00:00 PM,0.87,86,23,27,2,92,0,86,27,43.18,59,104,68,1,1,51,70
Tehran,9/3/2023,7:10:00 PM,0.99,86,16,19,36,65,0,91,0,39.69,69,275,65,1,0,40,0
Tehran,9/3/2023,7:20:00 PM,1.39,19,91,38,47,98,0,99,9,27.94,77,182,41,1,1,13,80
Tehran,9/3/2023,7:30:00 PM,0.9,88,184,64,48,64,1,48,72,14.61,80,173,75,1,1,21,54
Tehran,9/3/2023,7:40:00 PM,1,77,194,76,43,94,0,27,31,30.82,67,217,80,0,1,4,7
Tehran,9/3/2023,7:50:00 PM,0.88,31,181,89,25,33,1,85,87,8.31,32,113,91,1,0,3,94
Tehran,9/3/2023,8:00:00 PM,1.19,5,159,22,22,21,0,74,27,17.55,69,161,40,0,0,9,48
Tehran,9/3/2023,8:10:00 PM,0.52,92,136,39,18,85,0,83,80,12.06,38,188,50,0,0,66,24
Tehran,9/3/2023,8:20:00 PM,1.44,88,98,91,7,20,0,61,11,19.32,88,52,89,1,1,18,64
Tehran,9/3/2023,8:30:00 PM,1.26,86,119,67,46,28,1,50,3,40.38,53,127,97,1,1,40,58
Tehran,9/3/2023,8:40:00 PM,1.5,73,20,21,18,33,1,40,60,5.85,13,186,35,1,0,69,30
Tehran,9/3/2023,8:50:00 PM,1.49,92,157,26,14,81,0,62,88,19.23,29,289,15,0,1,16,58
Tehran,9/3/2023,9:00:00 PM,1.23,86,117,81,31,36,0,41,20,29.17,62,280,82,0,1,18,34
Tehran,9/3/2023,9:10:00 PM,1.36,60,191,1,49,79,0,88,66,48.34,73,216,87,0,0,84,74
Tehran,9/3/2023,9:20:00 PM,0.98,72,131,83,21,47,0,52,57,2.47,100,97,30,0,0,74,66
Tehran,9/3/2023,9:30:00 PM,1.31,18,117,57,47,46,1,46,69,11.9,100,273,5,1,0,54,65
Tehran,9/3/2023,9:40:00 PM,1.44,87,96,64,32,70,1,38,91,35.62,24,282,29,0,1,24,50
Tehran,9/3/2023,9:50:00 PM,1.15,33,57,50,39,18,0,12,60,41,73,94,100,1,0,30,8
Tehran,9/3/2023,10:00:00 PM,1.11,91,110,17,37,60,1,29,88,21.44,57,170,67,1,0,89,89
Tehran,9/3/2023,10:10:00 PM,0.71,82,20,48,47,28,0,12,12,30.41,33,86,70,1,1,36,83
Tehran,9/3/2023,10:20:00 PM,1.25,12,175,5,47,36,1,30,64,21.9,11,81,54,1,1,56,1
Tehran,9/3/2023,10:30:00 PM,1.19,37,60,97,36,5,1,85,91,9.76,10,98,43,0,0,55,41
Tehran,9/3/2023,10:40:00 PM,0.63,45,134,86,47,69,0,83,76,5.36,78,110,8,0,0,37,80
Tehran,9/3/2023,10:50:00 PM,1.4,80,190,79,32,36,0,89,36,41.1,35,127,85,0,1,44,79
Tehran,9/3/2023,11:00:00 PM,1.22,97,73,1,4,65,1,33,83,4.9,82,28,30,1,1,25,81
Tehran,9/3/2023,11:10:00 PM,0.51,35,12,20,8,98,0,35,91,38.75,16,71,90,0,1,89,18
Tehran,9/3/2023,11:20:00 PM,0.52,42,120,64,30,10,1,2,93,37.29,39,24,100,0,0,5,28
Tehran,9/3/2023,11:30:00 PM,0.94,27,188,83,3,38,0,76,12,12.71,21,104,76,0,1,94,45
Tehran,9/3/2023,11:40:00 PM,0.57,18,161,37,27,83,0,9,71,20.8,6,300,80,0,0,19,23
Tehran,9/3/2023,11:50:00 PM,1.06,15,46,68,1,91,0,12,67,28.87,93,243,71,1,0,94,26
Tehran,9/4/2023,12:00:00 AM,1.04,87,31,67,28,93,0,85,14,5.58,97,123,71,1,1,85,97
Tehran,9/4/2023,12:10:00 AM,0.64,33,187,74,33,72,0,1,72,0.6,80,287,60,1,1,27,42
Tehran,9/4/2023,12:20:00 AM,0.87,18,141,18,45,13,1,55,24,13.48,76,66,19,0,0,37,30
Tehran,9/4/2023,12:30:00 AM,1.37,21,25,98,6,33,0,10,96,2.19,30,103,12,1,0,80,98
Tehran,9/4/2023,12:40:00 AM,0.7,20,177,87,19,13,1,30,53,25.77,38,232,81,1,0,56,9
Tehran,9/4/2023,12:50:00 AM,0.79,92,27,13,27,4,1,90,14,8.6,60,181,27,0,1,8,42
Tehran,9/4/2023,1:00:00 AM,0.92,8,74,16,6,58,1,70,52,6.4,60,204,68,0,0,91,49
Tehran,9/4/2023,1:10:00 AM,0.61,49,194,100,31,12,1,71,79,32.21,21,49,28,0,1,26,47
Tehran,9/4/2023,1:20:00 AM,0.86,8,30,39,35,9,0,58,64,31.12,24,18,100,1,1,100,88
Tehran,9/4/2023,1:30:00 AM,1,60,17,46,46,64,1,70,77,32.56,88,171,38,1,1,55,35
Tehran,9/4/2023,1:40:00 AM,0.8,67,52,55,45,48,1,5,93,28.66,86,170,87,0,1,73,30
Tehran,9/4/2023,1:50:00 AM,0.69,32,140,46,35,27,0,38,68,23.16,40,223,21,1,0,46,52
Tehran,9/4/2023,2:00:00 AM,1.1,15,72,4,42,8,1,89,58,17.65,29,263,2,1,0,29,75
Tehran,9/4/2023,2:10:00 AM,0.81,85,137,61,1,72,1,86,8,20.05,73,283,20,1,1,33,13
Tehran,9/4/2023,2:20:00 AM,0.57,28,46,35,5,22,1,5,36,38.13,84,94,8,0,0,71,95
Tehran,9/4/2023,2:30:00 AM,0.68,58,185,87,9,10,0,46,95,49.96,52,279,11,1,0,39,54
Tehran,9/4/2023,2:40:00 AM,1.23,55,68,31,11,35,1,24,30,16.44,2,284,11,0,1,46,97
Tehran,9/4/2023,2:50:00 AM,1.24,8,129,77,14,57,0,55,0,49.34,86,274,8,0,0,98,63
Tehran,9/4/2023,3:00:00 AM,1.47,85,71,92,43,94,0,28,91,41.61,78,292,33,0,0,72,85
Tehran,9/4/2023,3:10:00 AM,1.18,49,60,69,28,37,1,10,71,23.51,91,231,91,1,1,92,22
Tehran,9/4/2023,3:20:00 AM,0.77,20,143,81,24,26,0,4,19,2.45,81,29,64,1,1,17,31
Tehran,9/4/2023,3:30:00 AM,0.55,19,20,43,38,7,0,78,19,37.05,97,207,27,0,1,62,13
Tehran,9/4/2023,3:40:00 AM,0.51,77,187,23,21,47,0,15,2,28.83,36,112,44,1,1,23,90
Tehran,9/4/2023,3:50:00 AM,1.49,87,86,85,10,32,0,32,6,23.75,11,38,80,0,0,53,94
Tehran,9/4/2023,4:00:00 AM,1.34,70,95,27,1,92,1,77,34,35.51,81,211,37,0,0,52,49
Tehran,9/4/2023,4:10:00 AM,0.58,19,150,78,16,38,0,21,28,27.68,42,16,51,1,1,7,30
Tehran,9/4/2023,4:20:00 AM,1.48,26,186,62,49,30,1,57,6,6.16,46,278,19,1,1,47,68
Tehran,9/4/2023,4:30:00 AM,1.18,55,55,11,10,10,1,52,69,38.33,52,59,66,0,0,64,65
Tehran,9/4/2023,4:40:00 AM,1.46,37,148,20,0,55,0,59,23,17.37,18,153,47,0,0,18,76
Tehran,9/4/2023,4:50:00 AM,1.18,37,10,71,46,46,0,6,24,7.26,54,215,35,0,1,95,73
Tehran,9/4/2023,5:00:00 AM,1.1,0,60,52,37,25,0,0,69,17.37,65,132,29,1,1,19,6
Tehran,9/4/2023,5:10:00 AM,0.94,58,171,33,4,93,1,27,9,47.77,42,201,60,1,1,18,46
